id,category
3605,Economy
4277,Economy
1020,Capital
2306,Earning_Reports
8189,Oil
1406,Commodities
6618,Litigation
457,Capital
445,Capital
7392,Mergers_Acquisitions
8381,Oil
9080,Policy
494,Capital
3738,Economy
2378,Earning_Reports
5060,Fraud
1339,Commodities
5445,Policy
2889,Earning_Reports
5898,International_Finance
1674,Commodities
9916,Real_Estate
3116,Economy
7103,Mergers_Acquisitions
3209,Economy
1258,Commodities
8324,Oil
6246,Litigation
6889,Mergers_Acquisitions
9289,Policy
4881,Fraud
312,Capital
6064,International_Finance
4701,Fraud
7313,Mergers_Acquisitions
2818,Earning_Reports
7903,Oil
7266,Mergers_Acquisitions
2602,Earning_Reports
4601,Fraud
5306,International_Finance
1553,Commodities
7949,Oil
2397,Earning_Reports
6290,Litigation
3155,Economy
4780,Fraud
9334,Policy
5674,International_Finance
4091,Economy
5519,International_Finance
4400,Fraud
629,Capital
2425,Earning_Reports
9324,Policy
7480,Mergers_Acquisitions
9693,Real_Estate
7762,Oil
2485,Earning_Reports
4769,Fraud
892,Capital
4337,Economy
4384,Fraud
4104,Economy
4996,Fraud
595,Capital
7189,Mergers_Acquisitions
8615,International_Finance
521,Capital
5675,International_Finance
5954,International_Finance
5693,International_Finance
8148,Oil
9111,Policy
8056,Oil
7041,Mergers_Acquisitions
6433,Litigation
6891,Mergers_Acquisitions
5770,International_Finance
6726,Litigation
2492,Earning_Reports
7542,Mergers_Acquisitions
5722,International_Finance
8593,Policy
2984,Economy
5432,International_Finance
9698,Real_Estate
7148,Mergers_Acquisitions
2724,Earning_Reports
6205,Litigation
4256,Economy
2789,Earning_Reports
9828,Real_Estate
6607,Litigation
5047,Fraud
9332,Policy
8158,Oil
6697,Litigation
9653,Policy
8484,Oil
6330,Litigation
6746,Litigation
6401,Litigation
1707,Commodities
5145,International_Finance
5503,International_Finance
6400,Litigation
9345,Policy
993,Capital
6084,International_Finance
4061,Economy
3490,Economy
8885,Policy
8249,Oil
6630,Litigation
6728,Litigation
9777,Real_Estate
390,Capital
8354,Oil
5530,International_Finance
8460,Oil
3519,Economy
6108,International_Finance
3980,Economy
9464,Policy
1532,Commodities
5423,International_Finance
3669,Economy
3327,Economy
7674,Mergers_Acquisitions
6232,Litigation
2151,Earning_Reports
5849,International_Finance
3892,Economy
2899,Earning_Reports
1971,Commodities
3096,Economy
6823,Mergers_Acquisitions
567,Capital
289,Capital
4452,Fraud
8233,Oil
4462,Fraud
4605,Fraud
9035,Policy
8734,Policy
4773,Fraud
5532,International_Finance
3961,Economy
2712,Earning_Reports
5527,International_Finance
1496,Commodities
6975,Mergers_Acquisitions
8160,Oil
8329,Oil
9601,Policy
2356,Earning_Reports
1760,Capital
7270,Mergers_Acquisitions
1942,Commodities
1980,Commodities
2601,Earning_Reports
9314,Policy
122,Capital
4243,Economy
4688,Fraud
2473,Earning_Reports
1572,Commodities
749,Capital
9536,Policy
5810,International_Finance
142,Capital
7383,Mergers_Acquisitions
8427,Oil
1642,Commodities
6773,Litigation
6751,Litigation
3362,Economy
7744,Oil
3238,Economy
9922,Real_Estate
9782,Economy
9839,Real_Estate
1641,Commodities
3611,Economy
7406,Mergers_Acquisitions
7820,Oil
5115,International_Finance
6443,Litigation
4174,Economy
4171,Economy
6423,Litigation
7693,Oil
7875,Oil
7649,Mergers_Acquisitions
8744,Policy
6825,Mergers_Acquisitions
8100,Oil
8796,Policy
3933,Economy
5717,International_Finance
6019,International_Finance
4615,Fraud
5626,International_Finance
9647,Policy
6506,Litigation
2254,Earning_Reports
2285,Earning_Reports
3276,Economy
308,Capital
1177,Commodities
411,Capital
9407,Policy
5793,International_Finance
1492,Commodities
1506,Commodities
8193,Oil
5094,International_Finance
9878,Real_Estate
3879,Economy
4595,Fraud
5572,International_Finance
2309,Earning_Reports
495,Capital
4449,Fraud
267,Capital
6868,Mergers_Acquisitions
3080,Economy
8285,Oil
8841,Policy
7233,Mergers_Acquisitions
1858,Commodities
42,Capital
9383,Policy
8915,Policy
346,Capital
1631,Commodities
6842,Mergers_Acquisitions
447,Capital
6554,Litigation
10030,Real_Estate
5577,International_Finance
4492,Fraud
1331,Commodities
8149,Oil
9188,Policy
8681,Policy
7814,Oil
7683,Oil
5138,International_Finance
3638,Economy
1657,Commodities
8677,Policy
9020,Economy
1442,Commodities
82,Capital
4068,Economy
7203,Mergers_Acquisitions
2912,Earning_Reports
499,Capital
6990,Mergers_Acquisitions
9224,Policy
6714,Litigation
4849,Fraud
9451,Policy
4217,Economy
5983,International_Finance
4305,Economy
6790,Litigation
9085,Policy
962,Capital
7312,Mergers_Acquisitions
4750,Fraud
6218,Litigation
6914,Mergers_Acquisitions
7494,Mergers_Acquisitions
5730,International_Finance
437,Capital
2745,Earning_Reports
3955,Economy
4150,Economy
8785,Policy
621,Capital
9226,Policy
6599,Litigation
3575,Economy
4546,Fraud
5850,International_Finance
9711,Real_Estate
63,Capital
7552,Mergers_Acquisitions
145,Capital
4058,Economy
2347,Earning_Reports
9860,Real_Estate
8710,Policy
4346,Fraud
901,Capital
720,Capital
6074,International_Finance
321,Capital
9056,Policy
2411,Earning_Reports
9582,Policy
8773,Policy
177,Capital
4509,Fraud
6986,Mergers_Acquisitions
8110,Oil
1349,Commodities
8836,Policy
4268,Economy
7812,Oil
9921,Real_Estate
5868,International_Finance
2118,Commodities
3018,Economy
6759,Litigation
4162,Economy
7067,Mergers_Acquisitions
8036,Oil
9619,Policy
3643,Economy
7280,Mergers_Acquisitions
8946,Policy
4311,Economy
9264,Policy
9294,Policy
3919,Economy
3326,Economy
7834,Oil
5491,International_Finance
1396,Commodities
7054,Mergers_Acquisitions
5384,International_Finance
9406,Policy
7342,Mergers_Acquisitions
8314,Oil
3624,Economy
3372,Economy
58,Capital
4914,Fraud
2987,Economy
5806,International_Finance
2110,Earning_Reports
1343,Commodities
6166,Litigation
7225,Mergers_Acquisitions
4922,Fraud
6270,Litigation
3609,Economy
2480,Earning_Reports
7360,Mergers_Acquisitions
5051,Fraud
9755,Economy
6236,Litigation
4739,Fraud
5653,International_Finance
8236,Oil
714,Capital
2130,Earning_Reports
2921,Earning_Reports
2429,Earning_Reports
7864,Oil
8911,Policy
2975,Economy
572,Capital
8856,Policy
5087,Fraud
5774,International_Finance
3992,Economy
8559,Policy
4543,Fraud
6698,Litigation
4665,Fraud
5068,Fraud
4089,Economy
2945,Economy
588,Capital
1846,Commodities
6952,Mergers_Acquisitions
1988,Commodities
6598,Litigation
6037,International_Finance
8935,Policy
5437,International_Finance
5945,International_Finance
4221,Economy
1247,Commodities
1987,Commodities
9727,Real_Estate
3243,Economy
218,Capital
6846,Mergers_Acquisitions
8472,Oil
313,Capital
1765,Commodities
6207,Litigation
6186,Litigation
8120,Oil
9010,Policy
9501,Policy
6646,Litigation
7573,Mergers_Acquisitions
482,Capital
7666,Mergers_Acquisitions
884,Capital
7415,Mergers_Acquisitions
7450,Mergers_Acquisitions
5748,International_Finance
843,Capital
9986,Real_Estate
7844,Oil
7198,Mergers_Acquisitions
9002,Policy
4522,Fraud
2330,Earning_Reports
9405,Policy
846,Capital
2709,Earning_Reports
4674,Fraud
9028,Policy
6562,Litigation
4713,Fraud
3264,Economy
8897,Policy
4707,Fraud
4497,Fraud
3584,Economy
7184,Mergers_Acquisitions
172,Capital
1292,Commodities
4392,Fraud
10049,Real_Estate
6768,Litigation
7478,Mergers_Acquisitions
3617,Economy
3307,Economy
8892,Policy
5000,Fraud
46,Capital
6414,Litigation
783,Capital
305,Mergers_Acquisitions
2479,Earning_Reports
4427,Fraud
4611,Fraud
1662,Commodities
8363,Oil
2299,Earning_Reports
9235,Policy
5858,International_Finance
5878,International_Finance
8701,Policy
8495,Oil
7031,Mergers_Acquisitions
8040,Oil
6600,Litigation
2846,Earning_Reports
4446,Fraud
3060,Economy
7943,Oil
2833,Earning_Reports
3877,Economy
504,Capital
74,Capital
9607,Policy
7790,Oil
4678,Fraud
9316,Policy
3150,Economy
534,Capital
3193,Economy
915,Capital
8682,Policy
9927,Real_Estate
5767,International_Finance
8067,Oil
754,Capital
9856,Real_Estate
1159,Commodities
542,Capital
3371,Economy
6266,Litigation
3355,Economy
7716,Oil
5124,International_Finance
4226,Economy
9270,Policy
3743,Economy
9778,Real_Estate
8962,Policy
7419,Mergers_Acquisitions
2116,Earning_Reports
8633,Policy
8264,International_Finance
3599,Economy
9032,Policy
6231,Litigation
4027,Economy
4192,Economy
4296,Economy
5254,International_Finance
9388,Policy
5991,International_Finance
1705,Commodities
3363,Economy
5536,International_Finance
9896,Real_Estate
9756,Real_Estate
1841,Commodities
6926,Mergers_Acquisitions
6720,Litigation
1089,Commodities
8461,Oil
5173,International_Finance
6005,International_Finance
4710,Fraud
2482,Earning_Reports
5176,International_Finance
7767,Oil
6876,Mergers_Acquisitions
7043,Mergers_Acquisitions
8804,Policy
7471,Mergers_Acquisitions
9101,Policy
2752,Earning_Reports
4574,Fraud
620,Capital
5731,International_Finance
10013,Real_Estate
2305,Earning_Reports
7843,Oil
7867,Oil
3717,Economy
9789,Real_Estate
3946,Economy
6167,Litigation
9290,Policy
7685,Oil
3637,Economy
2166,Earning_Reports
3613,Economy
9497,Policy
6477,Litigation
9297,Policy
2315,Earning_Reports
3722,Economy
5941,International_Finance
3646,Economy
2558,Earning_Reports
7717,Oil
6813,Litigation
9483,International_Finance
7259,Mergers_Acquisitions
7029,Mergers_Acquisitions
7924,Oil
7160,Mergers_Acquisitions
8537,Policy
1437,Commodities
2932,Economy
6390,Litigation
4616,Fraud
8928,Policy
9200,Policy
7305,Mergers_Acquisitions
9772,Real_Estate
332,Capital
6363,Litigation
9089,Policy
5900,International_Finance
8182,Oil
9129,Policy
7574,Mergers_Acquisitions
4571,Fraud
2770,Earning_Reports
5069,Fraud
3050,Economy
9930,Real_Estate
2365,Earning_Reports
8819,Policy
3535,Economy
9643,Policy
1560,Commodities
9761,Real_Estate
1947,Commodities
4267,Economy
9441,Policy
5571,International_Finance
9952,Real_Estate
9416,Policy
2049,Commodities
5447,International_Finance
6712,Mergers_Acquisitions
9976,Real_Estate
8340,Oil
342,Capital
2326,Earning_Reports
3465,Economy
5344,International_Finance
10025,Real_Estate
45,Capital
8131,Oil
3120,Economy
1045,Capital
1467,Commodities
4691,Fraud
6808,Litigation
5990,International_Finance
5101,International_Finance
7968,Oil
51,Capital
4668,Fraud
4184,Economy
7991,Oil
5224,International_Finance
1741,Commodities
874,Capital
7420,Mergers_Acquisitions
319,Economy
4223,Economy
2084,Commodities
3207,Economy
5211,International_Finance
9628,Policy
5383,International_Finance
8229,Oil
6063,International_Finance
7657,Mergers_Acquisitions
8864,Policy
235,Capital
3971,Economy
4057,Economy
9709,Real_Estate
3685,Economy
9123,Policy
5403,International_Finance
9866,Real_Estate
6559,Litigation
4425,Economy
5312,International_Finance
56,Capital
4507,Capital
6888,Mergers_Acquisitions
3470,Economy
5699,International_Finance
6176,Litigation
299,Economy
6081,International_Finance
3495,Economy
4545,Fraud
7304,Mergers_Acquisitions
5981,International_Finance
680,Capital
3434,Economy
3593,Economy
6675,Litigation
5970,International_Finance
9788,Real_Estate
5167,International_Finance
767,Capital
3763,Economy
284,Capital
9305,Policy
398,Capital
6925,Mergers_Acquisitions
5348,International_Finance
506,Capital
1156,Commodities
7827,Oil
4563,Fraud
8481,Oil
4059,Economy
6965,Mergers_Acquisitions
8177,Oil
908,Economy
7139,Mergers_Acquisitions
3793,Economy
5483,International_Finance
3253,Economy
4955,Fraud
8069,Oil
8112,Oil
3389,Economy
1249,Commodities
4183,Economy
382,Capital
7515,Mergers_Acquisitions
5558,International_Finance
7023,Mergers_Acquisitions
6430,Litigation
3989,Economy
5893,International_Finance
5757,International_Finance
9351,Policy
8964,Policy
694,Capital
297,Capital
1057,Capital
4536,Fraud
4629,Fraud
5206,International_Finance
3681,Economy
9466,Policy
6133,International_Finance
1309,Commodities
7626,Mergers_Acquisitions
2027,Commodities
4367,Fraud
6140,International_Finance
9033,Economy
1155,Commodities
2647,Earning_Reports
8145,Oil
1100,Commodities
558,Capital
2586,Earning_Reports
9283,Economy
2195,Earning_Reports
9373,Policy
6244,Litigation
1744,Commodities
7751,Oil
3608,Economy
277,Capital
4364,Fraud
8724,Policy
1819,Commodities
7455,Mergers_Acquisitions
1204,Commodities
4276,Economy
6389,Litigation
9724,Real_Estate
465,Capital
6882,Mergers_Acquisitions
4876,Fraud
9098,Policy
9007,Policy
1062,Capital
5425,International_Finance
2973,Economy
294,Capital
980,Capital
7011,Mergers_Acquisitions
1195,Commodities
1742,Commodities
5185,International_Finance
1784,Commodities
4356,Fraud
3966,Economy
7496,Mergers_Acquisitions
4485,Fraud
867,Capital
3360,Economy
3267,Economy
7278,Mergers_Acquisitions
5507,International_Finance
919,Capital
2583,Earning_Reports
2061,Commodities
4508,Fraud
4822,Fraud
8558,Policy
3648,Economy
1897,Commodities
2287,Earning_Reports
6476,Litigation
57,Capital
8981,Policy
8020,Oil
3683,Economy
978,Capital
3700,Economy
2284,Earning_Reports
8644,Policy
5608,International_Finance
265,Capital
8133,Oil
5729,International_Finance
1944,Commodities
3621,Economy
133,Capital
6588,Litigation
8778,Policy
8313,Oil
1870,Commodities
7076,Mergers_Acquisitions
3166,Economy
3533,Economy
8711,Policy
4037,Economy
4331,Economy
3135,Economy
2829,International_Finance
7109,Mergers_Acquisitions
1216,Commodities
8555,Policy
2720,Earning_Reports
8679,Policy
5538,International_Finance
6339,Litigation
3736,Economy
3803,Economy
6517,Litigation
9681,Real_Estate
8918,Policy
1999,Economy
1583,Commodities
3524,Economy
2280,Earning_Reports
1197,Commodities
1651,Commodities
6820,Mergers_Acquisitions
3406,Economy
6528,Litigation
7822,Oil
2138,Earning_Reports
8970,Policy
2071,Commodities
529,Capital
9675,Real_Estate
8458,Oil
2368,Earning_Reports
7688,Oil
7923,Oil
5539,International_Finance
7178,Mergers_Acquisitions
1053,Capital
2931,Economy
5773,International_Finance
6189,Litigation
523,Capital
4748,Fraud
3423,Economy
1326,Commodities
4568,Fraud
7186,Mergers_Acquisitions
7281,Mergers_Acquisitions
2626,Earning_Reports
1763,Commodities
9166,Policy
3610,Economy
2024,Commodities
9961,Real_Estate
2923,Earning_Reports
9740,Real_Estate
6928,Mergers_Acquisitions
7914,Oil
4218,Economy
503,Capital
2700,Earning_Reports
6627,Litigation
244,Capital
9975,Real_Estate
9366,Policy
5921,International_Finance
774,Capital
3841,Economy
7366,Economy
5804,International_Finance
4600,Fraud
7583,Mergers_Acquisitions
5366,Capital
4694,Fraud
6384,Litigation
2029,Commodities
2165,Earning_Reports
2946,Economy
2377,Earning_Reports
8945,Policy
5832,International_Finance
6018,International_Finance
8554,Policy
3214,Economy
7977,Oil
1585,Commodities
3882,Economy
9831,Real_Estate
6298,Mergers_Acquisitions
3828,Economy
420,Capital
1202,Commodities
1208,Commodities
4888,Fraud
3926,Economy
3148,Economy
3263,Economy
6844,Mergers_Acquisitions
2728,Earning_Reports
6877,Mergers_Acquisitions
6835,Mergers_Acquisitions
2142,Earning_Reports
7442,Mergers_Acquisitions
3544,Economy
7432,Mergers_Acquisitions
9570,Policy
9748,Real_Estate
3791,Economy
6411,Litigation
3564,Economy
1011,Capital
6704,Litigation
5123,International_Finance
4076,Economy
1902,Commodities
4774,Fraud
2896,Earning_Reports
7825,Oil
809,Capital
6307,Litigation
1593,Commodities
3833,Economy
296,Capital
3844,Economy
1820,Commodities
4362,Fraud
3007,Economy
1935,Commodities
6,Capital
2578,Earning_Reports
3064,Economy
2902,Earning_Reports
757,Capital
2179,Earning_Reports
8936,Policy
8696,Policy
4895,Fraud
15,Capital
8111,Oil
6587,Litigation
5,Capital
5736,International_Finance
9070,Policy
7806,Oil
10008,Real_Estate
5471,International_Finance
1282,Commodities
3316,Economy
8323,Oil
8244,Oil
287,Capital
1443,Commodities
2629,Earning_Reports
5727,International_Finance
7526,Mergers_Acquisitions
5054,Fraud
8081,Oil
9165,Policy
9825,Real_Estate
8817,Policy
8064,Oil
3278,International_Finance
8770,Policy
5782,Economy
8560,Policy
423,Capital
9713,Real_Estate
6668,Litigation
5404,International_Finance
3814,Economy
1991,Commodities
2075,Commodities
1658,Commodities
9390,Policy
8073,Oil
4002,Economy
9358,Policy
5324,International_Finance
7922,Oil
3277,Economy
326,Capital
2119,Earning_Reports
643,Capital
9623,Policy
5413,International_Finance
368,Capital
6634,Litigation
2232,Earning_Reports
3401,Economy
6647,Litigation
5288,International_Finance
6684,Litigation
1661,Commodities
1683,Commodities
263,Capital
10000,Real_Estate
1517,Commodities
7592,Mergers_Acquisitions
1001,Capital
8843,Policy
7162,Mergers_Acquisitions
1461,Commodities
1158,Commodities
6849,Mergers_Acquisitions
3027,Economy
1524,Commodities
3,Capital
1538,Commodities
228,Capital
5848,Policy
1937,Commodities
1601,Commodities
6514,Litigation
5142,International_Finance
302,Capital
1905,Commodities
6544,Litigation
2942,Economy
115,Capital
4342,Economy
1523,Commodities
4599,Fraud
6357,Litigation
8745,Policy
3852,Economy
1440,Commodities
2466,Earning_Reports
6366,Litigation
3005,Economy
7735,Oil
7094,Mergers_Acquisitions
7987,Oil
4039,Economy
3417,Economy
9495,Policy
6007,International_Finance
1732,Commodities
1900,Commodities
5783,International_Finance
4902,Policy
2577,Earning_Reports
6347,Litigation
5509,International_Finance
5260,International_Finance
5257,International_Finance
3847,Economy
2488,Earning_Reports
7888,Oil
3236,Economy
199,Capital
1134,Commodities
5001,Fraud
3950,Economy
2042,Commodities
5627,International_Finance
2,Capital
8248,Oil
5999,International_Finance
6180,Litigation
4505,Fraud
8180,Oil
3548,Economy
9666,Policy
7417,Mergers_Acquisitions
4847,Fraud
6155,Litigation
9599,Policy
8475,Oil
7351,Mergers_Acquisitions
9151,Policy
2705,Earning_Reports
9907,Real_Estate
4344,Fraud
1780,Commodities
6937,Mergers_Acquisitions
4111,Economy
7307,Mergers_Acquisitions
1377,Commodities
8430,Oil
9329,Policy
9180,Policy
3393,Economy
7379,Mergers_Acquisitions
5332,International_Finance
3994,Economy
731,Capital
1033,Capital
3912,Economy
7777,Oil
2802,Earning_Reports
8414,Oil
9650,Policy
4801,Litigation
7978,Oil
4455,Fraud
9306,Policy
8650,Policy
3415,Economy
590,Capital
4660,Fraud
153,Capital
4275,Economy
5847,International_Finance
5824,International_Finance
1539,Commodities
1886,Commodities
3556,Economy
1276,Commodities
6297,Litigation
3438,Economy
6550,Litigation
7780,Oil
2741,Earning_Reports
1989,Commodities
9595,Policy
6314,Litigation
2753,Earning_Reports
8005,Oil
7764,Oil
220,Capital
8707,Policy
1305,Commodities
5864,International_Finance
808,Capital
4133,Economy
1476,Commodities
817,Capital
3596,Economy
154,Capital
6586,Litigation
9679,Real_Estate
4398,Fraud
3346,Economy
6420,Litigation
6853,Mergers_Acquisitions
7454,Mergers_Acquisitions
5238,International_Finance
1580,Commodities
5647,International_Finance
9434,Policy
4317,Economy
6088,International_Finance
677,Capital
8237,Oil
4887,Fraud
6410,Litigation
7222,Mergers_Acquisitions
2412,Earning_Reports
6821,Mergers_Acquisitions
7597,Mergers_Acquisitions
1544,Commodities
3332,Economy
8252,Oil
5914,International_Finance
429,Capital
6723,Litigation
847,Capital
7464,Mergers_Acquisitions
4518,Fraud
5356,International_Finance
6281,Litigation
3705,Economy
8636,Policy
1263,Commodities
4130,Economy
4135,Economy
960,Capital
2253,Earning_Reports
7997,Oil
1189,Commodities
9909,Real_Estate
3235,Economy
7676,Mergers_Acquisitions
5258,International_Finance
1777,Commodities
5565,International_Finance
4438,Fraud
83,Capital
18,Capital
5822,International_Finance
4001,Economy
2367,Earning_Reports
7595,Mergers_Acquisitions
8311,Oil
2182,Earning_Reports
2782,Earning_Reports
9087,Policy
6365,Litigation
6903,Mergers_Acquisitions
8825,Policy
10032,Real_Estate
2736,Earning_Reports
8275,Oil
1026,Capital
8595,Policy
2353,Earning_Reports
4540,Fraud
9847,Real_Estate
4389,Fraud
882,Capital
7212,Mergers_Acquisitions
5117,International_Finance
7729,Oil
3713,Economy
2612,Earning_Reports
4511,Fraud
855,Capital
3592,Economy
5046,Fraud
9365,Policy
1353,Commodities
1481,Commodities
869,Capital
1423,Commodities
807,Capital
9680,Real_Estate
693,Capital
6583,Litigation
1576,Commodities
2675,Earning_Reports
1688,Commodities
1622,Commodities
5393,International_Finance
4809,Fraud
1521,Commodities
8974,Policy
422,Capital
9850,Real_Estate
9530,Policy
2283,Earning_Reports
8045,Oil
6738,Litigation
2209,Earning_Reports
8569,Policy
5140,International_Finance
8480,Oil
9107,Policy
5909,International_Finance
6811,Litigation
5269,International_Finance
5107,Economy
5842,International_Finance
271,Capital
7440,Mergers_Acquisitions
348,Capital
7106,Mergers_Acquisitions
4195,Economy
2589,Earning_Reports
8181,Oil
6953,Mergers_Acquisitions
9169,Policy
2539,International_Finance
756,Capital
7046,Mergers_Acquisitions
5169,International_Finance
9120,Policy
1912,Commodities
930,Capital
5797,International_Finance
7165,Mergers_Acquisitions
885,Capital
6575,Litigation
9079,Policy
4351,Fraud
5205,International_Finance
8009,Oil
6094,International_Finance
0,Capital
3143,Economy
9500,International_Finance
7934,Oil
7019,Mergers_Acquisitions
8645,Policy
7748,Oil
210,Capital
9094,Policy
8487,Oil
8302,Oil
1278,Commodities
2543,Earning_Reports
4848,Fraud
7633,Mergers_Acquisitions
4146,Economy
1757,Commodities
8278,Oil
5834,International_Finance
2915,Earning_Reports
7908,Oil
3536,Economy
3337,Economy
4592,Fraud
3591,Economy
2372,Earning_Reports
1540,Commodities
2215,Earning_Reports
7610,Mergers_Acquisitions
5416,International_Finance
4971,Fraud
3301,Economy
8417,Oil
3854,Economy
4491,Fraud
7215,Mergers_Acquisitions
2087,Commodities
8814,Policy
7529,Mergers_Acquisitions
5728,International_Finance
4833,Fraud
7177,Mergers_Acquisitions
8577,Policy
9134,Policy
6038,International_Finance
2926,Earning_Reports
512,Capital
4834,Fraud
6030,International_Finance
6679,Litigation
9376,Policy
7271,Mergers_Acquisitions
2393,Earning_Reports
9372,Policy
9956,Real_Estate
6693,Litigation
5114,International_Finance
1449,Commodities
451,Capital
6409,Litigation
120,Capital
232,Capital
8986,Policy
8923,Policy
2991,Economy
6267,Litigation
8880,Policy
3322,Economy
3131,Economy
1209,Commodities
865,Capital
7587,Mergers_Acquisitions
7018,Mergers_Acquisitions
9519,Policy
243,Capital
755,Capital
468,Capital
6686,Litigation
4957,Fraud
1950,Commodities
6710,Litigation
3475,Economy
6362,Litigation
438,Capital
6916,Mergers_Acquisitions
5130,International_Finance
559,Capital
1264,Commodities
2149,Earning_Reports
7749,Oil
6408,Litigation
4262,Economy
5628,International_Finance
9769,Real_Estate
2105,Earning_Reports
1347,Commodities
5165,International_Finance
8775,International_Finance
2288,Earning_Reports
5687,International_Finance
5606,International_Finance
1526,Commodities
4321,Economy
8042,Oil
3044,Economy
1320,Commodities
5030,Economy
6682,Litigation
7133,Mergers_Acquisitions
8319,Oil
931,Capital
1087,Commodities
2331,Earning_Reports
9062,Policy
3001,Economy
8299,Oil
2622,Earning_Reports
8837,Policy
5481,International_Finance
2004,Commodities
8740,Policy
7553,Mergers_Acquisitions
4919,Fraud
3377,Economy
462,Capital
2325,Earning_Reports
1315,Commodities
5668,International_Finance
5494,International_Finance
7531,Mergers_Acquisitions
3068,Economy
4204,Economy
3520,Economy
5939,International_Finance
2462,Earning_Reports
2970,Economy
9970,Real_Estate
7571,Mergers_Acquisitions
1143,Commodities
6458,Litigation
2816,Earning_Reports
8803,Policy
8004,Oil
7722,Oil
180,Capital
1113,Commodities
8687,Policy
4998,Fraud
8300,Oil
850,Capital
1272,Commodities
5281,International_Finance
9717,Real_Estate
4852,Fraud
4565,Fraud
7240,Mergers_Acquisitions
6468,Litigation
8972,Policy
2653,Earning_Reports
6851,Mergers_Acquisitions
8611,Policy
8976,Policy
7400,Mergers_Acquisitions
7636,Mergers_Acquisitions
293,Capital
4803,Fraud
7475,Mergers_Acquisitions
1850,Commodities
8704,Policy
5934,International_Finance
5044,Fraud
7426,Mergers_Acquisitions
8083,Oil
7904,Oil
4933,Fraud
7593,Mergers_Acquisitions
3072,Economy
4742,Fraud
3063,Economy
8289,Oil
5745,International_Finance
6229,Litigation
3352,Economy
9042,Policy
7422,Economy
8305,Oil
4012,Economy
2371,Earning_Reports
4308,Economy
6248,Litigation
4771,Fraud
5027,Fraud
9152,Policy
280,Capital
1070,Capital
9362,Policy
7689,Oil
8387,Oil
976,Capital
8037,Oil
6561,Litigation
1222,Commodities
9472,Policy
374,Capital
3869,Economy
8171,Oil
7121,Mergers_Acquisitions
2888,Earning_Reports
1787,Commodities
2171,Earning_Reports
1110,Commodities
3087,Economy
5633,International_Finance
8988,Policy
9008,Policy
2834,Earning_Reports
1028,Commodities
4326,Economy
4115,Economy
2221,Earning_Reports
746,Capital
290,Capital
5967,International_Finance
4461,Fraud
3565,Economy
6379,Litigation
2794,Earning_Reports
5894,International_Finance
5373,International_Finance
2828,Earning_Reports
8466,Oil
6368,Litigation
5372,International_Finance
759,Capital
669,Capital
7300,Mergers_Acquisitions
4844,Fraud
2428,Earning_Reports
913,Capital
1450,Commodities
3444,Economy
8210,Oil
2644,Earning_Reports
2866,Earning_Reports
4189,Economy
3602,Economy
6762,Litigation
5131,International_Finance
4973,Fraud
1994,Commodities
6116,International_Finance
10027,Real_Estate
6677,Litigation
4502,Fraud
3222,Economy
5994,International_Finance
5495,International_Finance
7662,Mergers_Acquisitions
6086,International_Finance
2649,Earning_Reports
8612,Policy
616,Capital
9140,Policy
7398,Mergers_Acquisitions
1108,Commodities
1606,Commodities
9287,Policy
6516,Litigation
1782,Commodities
5243,International_Finance
4269,Economy
1242,Commodities
2281,Earning_Reports
4824,Fraud
2859,Earning_Reports
6050,International_Finance
9999,Real_Estate
1954,Commodities
5874,International_Finance
8536,Policy
9504,Policy
2723,Earning_Reports
9141,Policy
2148,Earning_Reports
9474,Policy
1414,Commodities
7364,Mergers_Acquisitions
8592,Policy
3929,Economy
7355,Mergers_Acquisitions
2998,Oil
8997,Policy
8727,Policy
1943,Commodities
10033,Real_Estate
6077,International_Finance
1664,Commodities
3969,Economy
5436,International_Finance
5638,International_Finance
9577,Policy
2634,Earning_Reports
5696,International_Finance
8297,Oil
7217,Mergers_Acquisitions
164,Capital
2143,Earning_Reports
1371,Commodities
5881,International_Finance
3897,Economy
3380,Economy
9336,Policy
97,Capital
2341,Earning_Reports
3032,Economy
4990,Fraud
8016,Oil
9250,International_Finance
8418,Oil
4623,Fraud
3037,Economy
2961,Economy
5670,International_Finance
1883,Commodities
4421,Fraud
6316,Litigation
8823,Policy
5950,International_Finance
6814,Litigation
4422,Fraud
8071,Oil
6623,Litigation
9006,Policy
1589,Commodities
7057,Mergers_Acquisitions
9640,Policy
827,Capital
3109,Economy
2361,Earning_Reports
1811,Commodities
5020,Fraud
6915,Mergers_Acquisitions
5813,International_Finance
4712,Fraud
2824,Earning_Reports
8790,Policy
1985,Commodities
7460,Mergers_Acquisitions
1330,Commodities
1919,Commodities
4188,Economy
4301,Economy
4436,Fraud
23,Capital
1973,Commodities
3302,Economy
7000,Mergers_Acquisitions
8059,Oil
6432,Litigation
3260,Economy
6980,Mergers_Acquisitions
8091,Oil
9703,Oil
3513,Economy
946,Capital
594,Capital
4959,Fraud
9728,Real_Estate
2053,Commodities
1750,Commodities
2025,Commodities
3836,Economy
983,Capital
4620,Fraud
66,Capital
9220,Policy
2964,Economy
7236,Mergers_Acquisitions
2334,Earning_Reports
3583,Economy
4025,Economy
3884,Economy
1804,Commodities
3504,Economy
4838,Fraud
4264,Economy
10019,Real_Estate
3167,Economy
1366,Commodities
1412,Commodities
8830,Policy
9808,Real_Estate
6404,Litigation
3185,Economy
